timestamp, clocks.current.sm [MHz], pstate, utilization.gpu [%]
2026/08/31 18:28:36.659, 210 MHz, P8, 11 %
2026/08/31 18:28:36.690, 210 MHz, P8, 11 %
2026/08/31 18:28:36.720, 210 MHz, P8, 11 %
2026/08/31 18:28:36.752, 210 MHz, P8, 11 %
2026/08/31 18:28:36.783, 210 MHz, P8, 11 %
2026/08/31 18:28:36.814, 210 MHz, P8, 11 %
2026/08/31 18:28:36.845, 210 MHz, P8, 11 %
2026/08/31 18:28:36.876, 210 MHz, P8, 11 %
2026/08/31 18:28:36.906, 210 MHz, P8, 11 %
2026/08/31 18:28:36.936, 210 MHz, P8, 11 %
2026/08/31 18:28:36.967, 210 MHz, P8, 11 %
2026/08/31 18:28:36.999, 210 MHz, P8, 11 %
2026/08/31 18:28:37.031, 210 MHz, P8, 11 %
2026/08/31 18:28:37.062, 210 MHz, P8, 11 %
2026/08/31 18:28:37.094, 210 MHz, P8, 11 %
2026/08/31 18:28:37.126, 210 MHz, P8, 11 %
2026/08/31 18:28:37.157, 210 MHz, P8, 11 %
2026/08/31 18:28:37.189, 210 MHz, P8, 1 %
2026/08/31 18:28:37.220, 210 MHz, P8, 1 %
2026/08/31 18:28:37.252, 210 MHz, P8, 1 %
2026/08/31 18:28:37.283, 210 MHz, P8, 1 %
2026/08/31 18:28:37.313, 210 MHz, P8, 1 %
2026/08/31 18:28:37.343, 210 MHz, P8, 1 %
2026/08/31 18:28:37.373, 210 MHz, P8, 1 %
2026/08/31 18:28:37.403, 210 MHz, P8, 1 %
2026/08/31 18:28:37.435, 210 MHz, P8, 1 %
2026/08/31 18:28:37.466, 210 MHz, P8, 1 %
2026/08/31 18:28:37.497, 210 MHz, P8, 1 %
2026/08/31 18:28:37.529, 210 MHz, P8, 1 %
2026/08/31 18:28:37.560, 210 MHz, P8, 1 %
2026/08/31 18:28:37.592, 210 MHz, P8, 1 %
2026/08/31 18:28:37.623, 210 MHz, P8, 1 %
2026/08/31 18:28:37.654, 210 MHz, P8, 1 %
2026/08/31 18:28:37.685, 210 MHz, P8, 2 %
2026/08/31 18:28:37.716, 210 MHz, P8, 2 %
2026/08/31 18:28:37.748, 210 MHz, P8, 2 %
2026/08/31 18:28:37.779, 210 MHz, P8, 2 %
2026/08/31 18:28:37.810, 210 MHz, P8, 2 %
2026/08/31 18:28:37.841, 210 MHz, P8, 2 %
2026/08/31 18:28:37.872, 210 MHz, P8, 2 %
2026/08/31 18:28:37.904, 210 MHz, P8, 2 %
2026/08/31 18:28:37.936, 210 MHz, P8, 2 %
2026/08/31 18:28:37.967, 210 MHz, P8, 2 %
2026/08/31 18:28:37.999, 210 MHz, P8, 2 %
2026/08/31 18:28:38.030, 210 MHz, P8, 2 %
2026/08/31 18:28:38.060, 210 MHz, P8, 2 %
2026/08/31 18:28:38.091, 210 MHz, P8, 2 %
2026/08/31 18:28:38.121, 210 MHz, P8, 2 %
2026/08/31 18:28:38.153, 210 MHz, P8, 2 %
2026/08/31 18:28:38.184, 210 MHz, P8, 2 %
2026/08/31 18:28:38.215, 210 MHz, P8, 2 %
2026/08/31 18:28:38.245, 210 MHz, P8, 2 %
2026/08/31 18:28:38.276, 210 MHz, P8, 2 %
2026/08/31 18:28:38.306, 210 MHz, P8, 2 %
2026/08/31 18:28:38.338, 210 MHz, P8, 2 %
2026/08/31 18:28:38.369, 210 MHz, P8, 2 %
2026/08/31 18:28:38.399, 210 MHz, P8, 2 %
2026/08/31 18:28:38.430, 210 MHz, P8, 2 %
2026/08/31 18:28:38.460, 210 MHz, P8, 2 %
2026/08/31 18:28:38.491, 210 MHz, P8, 2 %
2026/08/31 18:28:38.521, 210 MHz, P8, 2 %
2026/08/31 18:28:38.551, 210 MHz, P8, 2 %
2026/08/31 18:28:38.581, 210 MHz, P8, 2 %
2026/08/31 18:28:38.611, 210 MHz, P8, 2 %
2026/08/31 18:28:38.641, 210 MHz, P8, 2 %
2026/08/31 18:28:38.672, 210 MHz, P8, 1 %
2026/08/31 18:28:38.702, 210 MHz, P8, 1 %
2026/08/31 18:28:38.734, 210 MHz, P8, 1 %
2026/08/31 18:28:38.765, 210 MHz, P8, 1 %
2026/08/31 18:28:38.795, 210 MHz, P8, 1 %
2026/08/31 18:28:38.826, 210 MHz, P8, 1 %
2026/08/31 18:28:38.857, 210 MHz, P8, 1 %
2026/08/31 18:28:38.888, 210 MHz, P8, 1 %
2026/08/31 18:28:38.919, 210 MHz, P8, 1 %
2026/08/31 18:28:38.950, 210 MHz, P8, 1 %
2026/08/31 18:28:38.981, 210 MHz, P8, 1 %
2026/08/31 18:28:39.011, 210 MHz, P8, 1 %
2026/08/31 18:28:39.042, 210 MHz, P8, 1 %
2026/08/31 18:28:39.073, 210 MHz, P8, 1 %
2026/08/31 18:28:39.105, 210 MHz, P8, 1 %
2026/08/31 18:28:39.136, 210 MHz, P8, 1 %
2026/08/31 18:28:39.166, 210 MHz, P8, 1 %
2026/08/31 18:28:39.197, 210 MHz, P8, 1 %
2026/08/31 18:28:39.229, 210 MHz, P8, 1 %
2026/08/31 18:28:39.260, 210 MHz, P8, 1 %
2026/08/31 18:28:39.293, 210 MHz, P8, 1 %
2026/08/31 18:28:39.323, 210 MHz, P8, 1 %
2026/08/31 18:28:39.355, 210 MHz, P8, 1 %
2026/08/31 18:28:39.386, 210 MHz, P8, 1 %
2026/08/31 18:28:39.417, 210 MHz, P8, 1 %
2026/08/31 18:28:39.449, 210 MHz, P8, 1 %
2026/08/31 18:28:39.480, 210 MHz, P8, 1 %
2026/08/31 18:28:39.510, 210 MHz, P8, 1 %
2026/08/31 18:28:39.540, 210 MHz, P8, 1 %
2026/08/31 18:28:39.570, 210 MHz, P8, 1 %
2026/08/31 18:28:39.601, 210 MHz, P8, 1 %
2026/08/31 18:28:39.633, 210 MHz, P8, 1 %
2026/08/31 18:28:39.664, 210 MHz, P8, 16 %
2026/08/31 18:28:39.696, 210 MHz, P8, 16 %
2026/08/31 18:28:39.728, 210 MHz, P8, 16 %
2026/08/31 18:28:39.759, 210 MHz, P8, 16 %
2026/08/31 18:28:39.790, 210 MHz, P8, 16 %
2026/08/31 18:28:39.820, 210 MHz, P8, 16 %
2026/08/31 18:28:39.850, 210 MHz, P8, 16 %
2026/08/31 18:28:39.881, 210 MHz, P8, 16 %
2026/08/31 18:28:39.912, 210 MHz, P8, 16 %
2026/08/31 18:28:39.944, 210 MHz, P8, 16 %
2026/08/31 18:28:39.974, 210 MHz, P8, 16 %
2026/08/31 18:28:40.004, 210 MHz, P8, 16 %
2026/08/31 18:28:40.034, 210 MHz, P8, 16 %
2026/08/31 18:28:40.064, 210 MHz, P8, 16 %
2026/08/31 18:28:40.095, 210 MHz, P8, 16 %
2026/08/31 18:28:40.127, 210 MHz, P8, 16 %
2026/08/31 18:28:40.159, 210 MHz, P8, 16 %
2026/08/31 18:28:40.191, 210 MHz, P8, 27 %
2026/08/31 18:28:40.222, 210 MHz, P8, 27 %
2026/08/31 18:28:40.253, 210 MHz, P8, 27 %
2026/08/31 18:28:40.285, 210 MHz, P8, 27 %
2026/08/31 18:28:40.315, 210 MHz, P8, 27 %
2026/08/31 18:28:40.347, 210 MHz, P8, 27 %
2026/08/31 18:28:40.378, 210 MHz, P8, 27 %
2026/08/31 18:28:40.408, 210 MHz, P8, 27 %
2026/08/31 18:28:40.440, 210 MHz, P8, 27 %
2026/08/31 18:28:40.471, 210 MHz, P8, 27 %
2026/08/31 18:28:40.502, 210 MHz, P8, 27 %
2026/08/31 18:28:40.533, 210 MHz, P8, 27 %
2026/08/31 18:28:40.564, 210 MHz, P8, 27 %
2026/08/31 18:28:40.595, 210 MHz, P8, 27 %
2026/08/31 18:28:40.626, 210 MHz, P8, 27 %
2026/08/31 18:28:40.658, 210 MHz, P8, 27 %
2026/08/31 18:28:40.688, 210 MHz, P8, 24 %
2026/08/31 18:28:40.719, 210 MHz, P8, 24 %
2026/08/31 18:28:40.749, 210 MHz, P8, 24 %
2026/08/31 18:28:40.779, 210 MHz, P8, 24 %
2026/08/31 18:28:40.810, 210 MHz, P8, 24 %
2026/08/31 18:28:40.841, 210 MHz, P8, 24 %
2026/08/31 18:28:40.873, 210 MHz, P8, 24 %
2026/08/31 18:28:40.904, 210 MHz, P8, 24 %
2026/08/31 18:28:40.935, 210 MHz, P8, 24 %
2026/08/31 18:28:40.966, 210 MHz, P8, 24 %
2026/08/31 18:28:40.997, 210 MHz, P8, 24 %
2026/08/31 18:28:41.029, 210 MHz, P8, 24 %
2026/08/31 18:28:41.060, 210 MHz, P8, 24 %
2026/08/31 18:28:41.092, 210 MHz, P8, 24 %
2026/08/31 18:28:41.123, 210 MHz, P8, 24 %
2026/08/31 18:28:41.155, 210 MHz, P8, 24 %
2026/08/31 18:28:41.185, 210 MHz, P8, 1 %
2026/08/31 18:28:41.217, 210 MHz, P8, 1 %
2026/08/31 18:28:41.249, 210 MHz, P8, 1 %
2026/08/31 18:28:41.280, 210 MHz, P8, 1 %
2026/08/31 18:28:41.312, 210 MHz, P8, 1 %
2026/08/31 18:28:41.344, 210 MHz, P8, 1 %
2026/08/31 18:28:41.374, 210 MHz, P8, 1 %
2026/08/31 18:28:41.404, 210 MHz, P8, 1 %
2026/08/31 18:28:41.434, 210 MHz, P8, 1 %
2026/08/31 18:28:41.464, 210 MHz, P8, 1 %
2026/08/31 18:28:41.494, 210 MHz, P8, 1 %
2026/08/31 18:28:41.525, 210 MHz, P8, 1 %
2026/08/31 18:28:41.555, 210 MHz, P8, 1 %
2026/08/31 18:28:41.585, 210 MHz, P8, 1 %
2026/08/31 18:28:41.616, 210 MHz, P8, 1 %
2026/08/31 18:28:41.647, 210 MHz, P8, 1 %
2026/08/31 18:28:41.678, 210 MHz, P8, 1 %
2026/08/31 18:28:41.710, 210 MHz, P8, 1 %
2026/08/31 18:28:41.741, 210 MHz, P8, 1 %
2026/08/31 18:28:41.771, 210 MHz, P8, 1 %
2026/08/31 18:28:41.802, 210 MHz, P8, 1 %
2026/08/31 18:28:41.834, 210 MHz, P8, 1 %
2026/08/31 18:28:41.866, 210 MHz, P8, 1 %
2026/08/31 18:28:41.897, 210 MHz, P8, 1 %
2026/08/31 18:28:41.927, 210 MHz, P8, 1 %
2026/08/31 18:28:41.957, 210 MHz, P8, 1 %
2026/08/31 18:28:41.987, 210 MHz, P8, 1 %
2026/08/31 18:28:42.017, 210 MHz, P8, 1 %
2026/08/31 18:28:42.047, 210 MHz, P8, 1 %
2026/08/31 18:28:42.077, 210 MHz, P8, 1 %
2026/08/31 18:28:42.108, 210 MHz, P8, 1 %
2026/08/31 18:28:42.138, 210 MHz, P8, 1 %
2026/08/31 18:28:42.170, 210 MHz, P8, 1 %
2026/08/31 18:28:42.200, 210 MHz, P8, 1 %
2026/08/31 18:28:42.231, 210 MHz, P8, 1 %
2026/08/31 18:28:42.263, 210 MHz, P8, 1 %
2026/08/31 18:28:42.294, 210 MHz, P8, 1 %
2026/08/31 18:28:42.326, 210 MHz, P8, 1 %
2026/08/31 18:28:42.356, 210 MHz, P8, 1 %
2026/08/31 18:28:42.387, 210 MHz, P8, 1 %
2026/08/31 18:28:42.418, 210 MHz, P8, 1 %
2026/08/31 18:28:42.449, 210 MHz, P8, 1 %
2026/08/31 18:28:42.481, 210 MHz, P8, 1 %
2026/08/31 18:28:42.512, 210 MHz, P8, 1 %
2026/08/31 18:28:42.542, 210 MHz, P8, 1 %
2026/08/31 18:28:42.572, 210 MHz, P8, 1 %
2026/08/31 18:28:42.602, 210 MHz, P8, 1 %
2026/08/31 18:28:42.634, 210 MHz, P8, 1 %
2026/08/31 18:28:42.666, 210 MHz, P8, 2 %
2026/08/31 18:28:42.698, 210 MHz, P8, 2 %
2026/08/31 18:28:42.730, 210 MHz, P8, 2 %
2026/08/31 18:28:42.761, 210 MHz, P8, 2 %
2026/08/31 18:28:42.793, 210 MHz, P8, 2 %
2026/08/31 18:28:42.825, 210 MHz, P8, 2 %
2026/08/31 18:28:42.856, 210 MHz, P8, 2 %
2026/08/31 18:28:42.887, 210 MHz, P8, 2 %
2026/08/31 18:28:42.917, 210 MHz, P8, 2 %
2026/08/31 18:28:42.948, 210 MHz, P8, 2 %
2026/08/31 18:28:42.979, 210 MHz, P8, 2 %
2026/08/31 18:28:43.011, 210 MHz, P8, 2 %
2026/08/31 18:28:43.042, 210 MHz, P8, 2 %
2026/08/31 18:28:43.072, 210 MHz, P8, 2 %
2026/08/31 18:28:43.103, 210 MHz, P8, 2 %
2026/08/31 18:28:43.133, 210 MHz, P8, 2 %
2026/08/31 18:28:43.165, 210 MHz, P8, 1 %
2026/08/31 18:28:43.197, 210 MHz, P8, 1 %
2026/08/31 18:28:43.228, 210 MHz, P8, 1 %
2026/08/31 18:28:43.260, 210 MHz, P8, 1 %
2026/08/31 18:28:43.291, 210 MHz, P8, 1 %
2026/08/31 18:28:43.322, 210 MHz, P8, 1 %
2026/08/31 18:28:43.352, 210 MHz, P8, 1 %
2026/08/31 18:28:43.382, 210 MHz, P8, 1 %
2026/08/31 18:28:43.412, 210 MHz, P8, 1 %
2026/08/31 18:28:43.443, 210 MHz, P8, 1 %
2026/08/31 18:28:43.475, 210 MHz, P8, 1 %
2026/08/31 18:28:43.506, 210 MHz, P8, 1 %
2026/08/31 18:28:43.537, 210 MHz, P8, 1 %
2026/08/31 18:28:43.569, 210 MHz, P8, 1 %
2026/08/31 18:28:43.601, 210 MHz, P8, 1 %
2026/08/31 18:28:43.632, 210 MHz, P8, 1 %
2026/08/31 18:28:43.664, 210 MHz, P8, 1 %
2026/08/31 18:28:43.694, 210 MHz, P8, 1 %
2026/08/31 18:28:43.725, 210 MHz, P8, 1 %
2026/08/31 18:28:43.755, 210 MHz, P8, 1 %
2026/08/31 18:28:43.787, 210 MHz, P8, 1 %
2026/08/31 18:28:43.820, 210 MHz, P8, 1 %
2026/08/31 18:28:43.851, 210 MHz, P8, 1 %
2026/08/31 18:28:43.883, 210 MHz, P8, 1 %
2026/08/31 18:28:43.913, 210 MHz, P8, 1 %
2026/08/31 18:28:43.943, 210 MHz, P8, 1 %
2026/08/31 18:28:43.975, 210 MHz, P8, 1 %
2026/08/31 18:28:44.006, 210 MHz, P8, 1 %
2026/08/31 18:28:44.036, 210 MHz, P8, 1 %
2026/08/31 18:28:44.068, 210 MHz, P8, 1 %
2026/08/31 18:28:44.099, 210 MHz, P8, 1 %
2026/08/31 18:28:44.131, 210 MHz, P8, 1 %
2026/08/31 18:28:44.163, 210 MHz, P8, 1 %
2026/08/31 18:28:44.195, 210 MHz, P8, 1 %
2026/08/31 18:28:44.226, 210 MHz, P8, 1 %
2026/08/31 18:28:44.258, 210 MHz, P8, 1 %
2026/08/31 18:28:44.289, 210 MHz, P8, 1 %
2026/08/31 18:28:44.319, 210 MHz, P8, 1 %
2026/08/31 18:28:44.351, 210 MHz, P8, 1 %
2026/08/31 18:28:44.382, 210 MHz, P8, 1 %
2026/08/31 18:28:44.414, 210 MHz, P8, 1 %
2026/08/31 18:28:44.444, 210 MHz, P8, 1 %
2026/08/31 18:28:44.475, 210 MHz, P8, 1 %
2026/08/31 18:28:44.506, 210 MHz, P8, 1 %
2026/08/31 18:28:44.537, 210 MHz, P8, 1 %
2026/08/31 18:28:44.569, 210 MHz, P8, 1 %
2026/08/31 18:28:44.600, 210 MHz, P8, 1 %
2026/08/31 18:28:44.630, 210 MHz, P8, 1 %
2026/08/31 18:28:44.660, 210 MHz, P8, 1 %
2026/08/31 18:28:44.691, 210 MHz, P8, 1 %
2026/08/31 18:28:44.722, 210 MHz, P8, 1 %
2026/08/31 18:28:44.752, 210 MHz, P8, 1 %
2026/08/31 18:28:44.782, 210 MHz, P8, 1 %
2026/08/31 18:28:44.812, 210 MHz, P8, 1 %
2026/08/31 18:28:44.843, 210 MHz, P8, 1 %
2026/08/31 18:28:44.875, 210 MHz, P8, 1 %
2026/08/31 18:28:44.905, 210 MHz, P8, 1 %
2026/08/31 18:28:44.937, 210 MHz, P8, 1 %
2026/08/31 18:28:44.967, 210 MHz, P8, 1 %
2026/08/31 18:28:44.997, 210 MHz, P8, 1 %
2026/08/31 18:28:45.027, 210 MHz, P8, 1 %
2026/08/31 18:28:45.059, 210 MHz, P8, 1 %
2026/08/31 18:28:45.091, 210 MHz, P8, 1 %
2026/08/31 18:28:45.123, 210 MHz, P8, 1 %
2026/08/31 18:28:45.153, 210 MHz, P8, 1 %
2026/08/31 18:28:45.183, 210 MHz, P8, 5 %
2026/08/31 18:28:45.213, 210 MHz, P8, 5 %
2026/08/31 18:28:45.244, 210 MHz, P8, 5 %
2026/08/31 18:28:45.276, 210 MHz, P8, 5 %
2026/08/31 18:28:45.306, 210 MHz, P8, 5 %
2026/08/31 18:28:45.337, 210 MHz, P8, 5 %
2026/08/31 18:28:45.369, 210 MHz, P8, 5 %
2026/08/31 18:28:45.400, 210 MHz, P8, 5 %
2026/08/31 18:28:45.432, 210 MHz, P8, 5 %
2026/08/31 18:28:45.463, 210 MHz, P8, 5 %
2026/08/31 18:28:45.494, 210 MHz, P8, 5 %
2026/08/31 18:28:45.525, 210 MHz, P8, 5 %
2026/08/31 18:28:45.557, 210 MHz, P8, 5 %
2026/08/31 18:28:45.588, 210 MHz, P8, 5 %
2026/08/31 18:28:45.619, 210 MHz, P8, 5 %
2026/08/31 18:28:45.650, 210 MHz, P8, 5 %
2026/08/31 18:28:45.682, 210 MHz, P8, 1 %
2026/08/31 18:28:45.713, 210 MHz, P8, 1 %
2026/08/31 18:28:45.744, 210 MHz, P8, 1 %
2026/08/31 18:28:45.774, 210 MHz, P8, 1 %
2026/08/31 18:28:45.804, 210 MHz, P8, 1 %
2026/08/31 18:28:45.834, 210 MHz, P8, 1 %
2026/08/31 18:28:45.864, 210 MHz, P8, 1 %
2026/08/31 18:28:45.894, 210 MHz, P8, 1 %
2026/08/31 18:28:45.924, 210 MHz, P8, 1 %
2026/08/31 18:28:45.955, 210 MHz, P8, 1 %
2026/08/31 18:28:45.987, 210 MHz, P8, 1 %
2026/08/31 18:28:46.018, 210 MHz, P8, 1 %
2026/08/31 18:28:46.049, 210 MHz, P8, 1 %
2026/08/31 18:28:46.081, 210 MHz, P8, 1 %
2026/08/31 18:28:46.113, 210 MHz, P8, 1 %
2026/08/31 18:28:46.144, 210 MHz, P8, 1 %
2026/08/31 18:28:46.176, 210 MHz, P8, 1 %
2026/08/31 18:28:46.207, 210 MHz, P8, 1 %
2026/08/31 18:28:46.238, 210 MHz, P8, 1 %
2026/08/31 18:28:46.269, 210 MHz, P8, 1 %
2026/08/31 18:28:46.300, 210 MHz, P8, 1 %
2026/08/31 18:28:46.331, 210 MHz, P8, 1 %
2026/08/31 18:28:46.362, 210 MHz, P8, 1 %
2026/08/31 18:28:46.393, 210 MHz, P8, 1 %
2026/08/31 18:28:46.424, 210 MHz, P8, 1 %
2026/08/31 18:28:46.456, 210 MHz, P8, 1 %
2026/08/31 18:28:46.486, 210 MHz, P8, 1 %
2026/08/31 18:28:46.518, 210 MHz, P8, 1 %
2026/08/31 18:28:46.548, 210 MHz, P8, 1 %
2026/08/31 18:28:46.579, 210 MHz, P8, 1 %
2026/08/31 18:28:46.609, 210 MHz, P8, 1 %
2026/08/31 18:28:46.641, 210 MHz, P8, 1 %
2026/08/31 18:28:46.672, 210 MHz, P8, 10 %
2026/08/31 18:28:46.703, 210 MHz, P8, 10 %
2026/08/31 18:28:46.735, 210 MHz, P8, 10 %
2026/08/31 18:28:46.767, 210 MHz, P8, 10 %
2026/08/31 18:28:46.798, 210 MHz, P8, 10 %
2026/08/31 18:28:46.829, 210 MHz, P8, 10 %
2026/08/31 18:28:46.860, 210 MHz, P8, 10 %
2026/08/31 18:28:46.891, 210 MHz, P8, 10 %
2026/08/31 18:28:46.921, 210 MHz, P8, 10 %
2026/08/31 18:28:46.952, 210 MHz, P8, 10 %
2026/08/31 18:28:46.984, 210 MHz, P8, 10 %
2026/08/31 18:28:47.015, 210 MHz, P8, 10 %
2026/08/31 18:28:47.046, 210 MHz, P8, 10 %
2026/08/31 18:28:47.077, 210 MHz, P8, 10 %
2026/08/31 18:28:47.108, 210 MHz, P8, 10 %
2026/08/31 18:28:47.138, 210 MHz, P8, 10 %
2026/08/31 18:28:47.169, 210 MHz, P8, 1 %
2026/08/31 18:28:47.200, 210 MHz, P8, 1 %
2026/08/31 18:28:47.231, 210 MHz, P8, 1 %
2026/08/31 18:28:47.262, 210 MHz, P8, 1 %
2026/08/31 18:28:47.292, 210 MHz, P8, 1 %
2026/08/31 18:28:47.322, 210 MHz, P8, 1 %
2026/08/31 18:28:47.352, 210 MHz, P8, 1 %
2026/08/31 18:28:47.383, 210 MHz, P8, 1 %
2026/08/31 18:28:47.415, 210 MHz, P8, 1 %
2026/08/31 18:28:47.447, 210 MHz, P8, 1 %
2026/08/31 18:28:47.477, 210 MHz, P8, 1 %
2026/08/31 18:28:47.507, 210 MHz, P8, 1 %
2026/08/31 18:28:47.539, 210 MHz, P8, 1 %
2026/08/31 18:28:47.569, 210 MHz, P8, 1 %
2026/08/31 18:28:47.599, 210 MHz, P8, 1 %
2026/08/31 18:28:47.631, 210 MHz, P8, 1 %
2026/08/31 18:28:47.661, 210 MHz, P8, 22 %
2026/08/31 18:28:47.692, 210 MHz, P8, 22 %
2026/08/31 18:28:47.724, 210 MHz, P8, 22 %
2026/08/31 18:28:47.756, 210 MHz, P8, 22 %
2026/08/31 18:28:47.787, 210 MHz, P8, 22 %
2026/08/31 18:28:47.817, 210 MHz, P8, 22 %
2026/08/31 18:28:47.847, 210 MHz, P8, 22 %
2026/08/31 18:28:47.878, 210 MHz, P8, 22 %
2026/08/31 18:28:47.910, 210 MHz, P8, 22 %
2026/08/31 18:28:47.940, 210 MHz, P8, 22 %
2026/08/31 18:28:47.971, 210 MHz, P8, 22 %
2026/08/31 18:28:48.002, 210 MHz, P8, 22 %
2026/08/31 18:28:48.033, 210 MHz, P8, 22 %
2026/08/31 18:28:48.065, 210 MHz, P8, 22 %
2026/08/31 18:28:48.095, 210 MHz, P8, 22 %
2026/08/31 18:28:48.126, 210 MHz, P8, 22 %
2026/08/31 18:28:48.157, 210 MHz, P8, 22 %
2026/08/31 18:28:48.187, 210 MHz, P8, 1 %
2026/08/31 18:28:48.217, 210 MHz, P8, 1 %
2026/08/31 18:28:48.247, 210 MHz, P8, 1 %
2026/08/31 18:28:48.277, 210 MHz, P8, 1 %
2026/08/31 18:28:48.308, 210 MHz, P8, 1 %
2026/08/31 18:28:48.340, 210 MHz, P8, 1 %
2026/08/31 18:28:48.371, 210 MHz, P8, 1 %
2026/08/31 18:28:48.403, 210 MHz, P8, 1 %
2026/08/31 18:28:48.435, 210 MHz, P8, 1 %
2026/08/31 18:28:48.465, 210 MHz, P8, 1 %
2026/08/31 18:28:48.495, 210 MHz, P8, 1 %
2026/08/31 18:28:48.527, 210 MHz, P8, 1 %
2026/08/31 18:28:48.559, 210 MHz, P8, 1 %
2026/08/31 18:28:48.589, 210 MHz, P8, 1 %
2026/08/31 18:28:48.620, 210 MHz, P8, 1 %
2026/08/31 18:28:48.652, 210 MHz, P8, 1 %
2026/08/31 18:28:48.683, 210 MHz, P8, 1 %
2026/08/31 18:28:48.713, 210 MHz, P8, 1 %
2026/08/31 18:28:48.744, 210 MHz, P8, 1 %
2026/08/31 18:28:48.775, 210 MHz, P8, 1 %
2026/08/31 18:28:48.805, 210 MHz, P8, 1 %
2026/08/31 18:28:48.837, 210 MHz, P8, 1 %
2026/08/31 18:28:48.869, 210 MHz, P8, 1 %
2026/08/31 18:28:48.899, 210 MHz, P8, 1 %
2026/08/31 18:28:48.930, 210 MHz, P8, 1 %
2026/08/31 18:28:48.961, 210 MHz, P8, 1 %
2026/08/31 18:28:48.991, 210 MHz, P8, 1 %
2026/08/31 18:28:49.021, 210 MHz, P8, 1 %
2026/08/31 18:28:49.051, 210 MHz, P8, 1 %
2026/08/31 18:28:49.081, 210 MHz, P8, 1 %
2026/08/31 18:28:49.112, 210 MHz, P8, 1 %
2026/08/31 18:28:49.143, 210 MHz, P8, 1 %
2026/08/31 18:28:49.174, 210 MHz, P8, 6 %
2026/08/31 18:28:49.206, 210 MHz, P8, 6 %
2026/08/31 18:28:49.238, 210 MHz, P8, 6 %
2026/08/31 18:28:49.270, 210 MHz, P8, 6 %
2026/08/31 18:28:49.300, 210 MHz, P8, 6 %
2026/08/31 18:28:49.330, 210 MHz, P8, 6 %
2026/08/31 18:28:49.360, 210 MHz, P8, 6 %
2026/08/31 18:28:49.390, 210 MHz, P8, 6 %
2026/08/31 18:28:49.420, 210 MHz, P8, 6 %
2026/08/31 18:28:49.450, 210 MHz, P8, 6 %
2026/08/31 18:28:49.482, 210 MHz, P8, 6 %
2026/08/31 18:28:49.514, 210 MHz, P8, 6 %
2026/08/31 18:28:49.544, 210 MHz, P8, 6 %
2026/08/31 18:28:49.574, 210 MHz, P8, 6 %
2026/08/31 18:28:49.605, 210 MHz, P8, 6 %
2026/08/31 18:28:49.636, 210 MHz, P8, 6 %
2026/08/31 18:28:49.668, 210 MHz, P8, 2 %
2026/08/31 18:28:49.700, 210 MHz, P8, 2 %
2026/08/31 18:28:49.731, 210 MHz, P8, 2 %
2026/08/31 18:28:49.763, 210 MHz, P8, 2 %
2026/08/31 18:28:49.794, 210 MHz, P8, 2 %
2026/08/31 18:28:49.826, 210 MHz, P8, 2 %
2026/08/31 18:28:49.856, 210 MHz, P8, 2 %
2026/08/31 18:28:49.886, 210 MHz, P8, 2 %
2026/08/31 18:28:49.916, 210 MHz, P8, 2 %
2026/08/31 18:28:49.948, 210 MHz, P8, 2 %
2026/08/31 18:28:49.979, 210 MHz, P8, 2 %
2026/08/31 18:28:50.010, 210 MHz, P8, 2 %
2026/08/31 18:28:50.040, 210 MHz, P8, 2 %
2026/08/31 18:28:50.070, 210 MHz, P8, 2 %
2026/08/31 18:28:50.101, 210 MHz, P8, 2 %
2026/08/31 18:28:50.132, 210 MHz, P8, 2 %
2026/08/31 18:28:50.163, 210 MHz, P8, 1 %
2026/08/31 18:28:50.193, 210 MHz, P8, 1 %
2026/08/31 18:28:50.224, 210 MHz, P8, 1 %
2026/08/31 18:28:50.256, 210 MHz, P8, 1 %
2026/08/31 18:28:50.286, 210 MHz, P8, 1 %
2026/08/31 18:28:50.318, 210 MHz, P8, 1 %
2026/08/31 18:28:50.348, 210 MHz, P8, 1 %
2026/08/31 18:28:50.378, 210 MHz, P8, 1 %
2026/08/31 18:28:50.409, 210 MHz, P8, 1 %
2026/08/31 18:28:50.439, 210 MHz, P8, 1 %
2026/08/31 18:28:50.469, 210 MHz, P8, 1 %
2026/08/31 18:28:50.499, 210 MHz, P8, 1 %
2026/08/31 18:28:50.530, 210 MHz, P8, 1 %
2026/08/31 18:28:50.560, 210 MHz, P8, 1 %
2026/08/31 18:28:50.590, 210 MHz, P8, 1 %
2026/08/31 18:28:50.622, 210 MHz, P8, 1 %
2026/08/31 18:28:50.653, 210 MHz, P8, 1 %
2026/08/31 18:28:50.685, 210 MHz, P8, 3 %
2026/08/31 18:28:50.716, 210 MHz, P8, 3 %
2026/08/31 18:28:50.746, 210 MHz, P8, 3 %
2026/08/31 18:28:50.776, 210 MHz, P8, 3 %
2026/08/31 18:28:50.806, 210 MHz, P8, 3 %
2026/08/31 18:28:50.838, 210 MHz, P8, 3 %
2026/08/31 18:28:50.870, 210 MHz, P8, 3 %
2026/08/31 18:28:50.902, 210 MHz, P8, 3 %
2026/08/31 18:28:50.932, 210 MHz, P8, 3 %
2026/08/31 18:28:50.963, 210 MHz, P8, 3 %
2026/08/31 18:28:50.994, 210 MHz, P8, 3 %
2026/08/31 18:28:51.025, 210 MHz, P8, 3 %
